case_name,verdict,verdict_mode,error_chars,error_pct,inter_key_us_config,wall_clock_ms,l1_count,l1_mean_ms,l1_p50_ms,l1_p95_ms,l1_p99_ms,l1_max_ms
1.1-ghost-hoaf-bs-t,PASS,exact,0,0.00,10000,607,5,15,15,16,16,16
1.2-tone-ghost-toans-bs3-i,PASS,exact,0,0.00,5000,652,8,15,16,16,16,16
1.3-escape-bs-aa-b,PASS,exact,0,0.00,5000,548,3,15,16,16,16,16
2.1-x2-space-vieejt-nam,PASS,exact,0,0.00,1000,537,9,2,2,3,3,3
2.2-word-boundary-xin-chao-ban,PASS,exact,0,0.00,1000,544,13,2,2,4,4,4
2.3-en-vn-transition-hello-vieejt,PASS,exact,0,0.00,1000,545,11,2,2,4,4,4
3.3-engine-stress-truongf,PASS,exact,0,0.00,500,546,7,2,2,6,6,6
5.1-case-tracking-Giar,PASS,exact,0,0.00,5000,576,4,11,15,16,16,16
5.2-vowel-start-uongs,PASS,exact,0,0.00,5000,620,5,15,16,16,16,16
5.3-cross-word-bs-vieejt-nam-bs4-s,PASS,exact,0,0.00,1000,562,14,2,3,4,4,4
6.1-autocap-binh-thuongf,PASS,exact,0,0.00,5000,747,13,15,16,16,16,16
